Date,Description,Original Description,Amount,Transaction Type,Category,Account Name
7/22/2018,Amazon,Amazon.com,16.99,debit,Shopping,Amazon Rewards
7/22/2018,Quality Dai,QUALITY DAI31290026110 CHARLOTTE MI,36.55,debit,Restaurants,Discover it Card
7/22/2018,Persis Indian Grill,PERSIS INDIAN GRILL OKEMOS MI,42.4,debit,Fast Food,Discover it Card
7/22/2018,Maple Theatre Restau,THE MAPLE THEATRE RESTAU BLOOMFIELD MI,11,debit,Movies & DVDs,Discover it Card
7/23/2018,Ventra,VENTRA AUTOLOAD CHICAGO IL,20,debit,Public Transportation,Discover it Card
7/23/2018,Tst Goddess Bak,TST* GODDESS AND THE BAK CHICAGO IL,12.61,debit,Coffee Shops,Discover it Card
7/23/2018,Ventra,VENTRA MOBILE CHICAGO IL,10,debit,Public Transportation,Discover it Card
7/23/2018,Ventra,VENTRA MOBILE CHICAGO IL,65,debit,Public Transportation,Discover it Card
7/23/2018,ComEd,ACH Withdrawal COMED - WALLET A,30.78,debit,Utilities,JOINT CASHBACK CHECKING
7/24/2018,Actblue Aiyash Senate,ACTBLUE*AIYASH.SENATE 313-770-1780 MI ACTBLUE*AIYASH.SENATE,20,debit,Charity,Discover it Card
7/24/2018,Tst Firecakes Wells,TST* FIRECAKES - WELLS S CHICAGO IL,5.89,debit,Food & Dining,Discover it Card
7/24/2018,State of Michigan,ACH Withdrawal STATE OF MICH,509.69,debit,Fees & Charges,Discover Savings
7/25/2018,Dunkin Donuts,DUNKIN #353478 Q35 CHICAGO IL,4,debit,Coffee Shops,Discover it Card
7/25/2018,Taylor Street Tea,SQ *TAYLOR STREET TEA CHICAGO IL 0002305843011704044400,10.81,debit,Groceries,Discover it Card
7/25/2018,U.B. Dogs,UB DOGS CHICAGO IL,6.95,debit,Fast Food,Discover it Card
7/25/2018,Chase Crdtype Epay,ACH Withdrawal CHASE CREDIT CRDTYPE: EPAY ID: XXXXXXXXXXCO: CHASE CREDIT CRD,108.82,debit,Credit Card Payment,88 Totally Green Checking
7/26/2018,Amazon,Amazon Digital Svcs,14.99,debit,Shopping,Amazon Rewards
7/26/2018,Dunkin Donuts,DUNKIN #353478 Q35 CHICAGO IL,4,debit,Coffee Shops,Discover it Card
7/26/2018,Dunkin Donuts,DUNKIN #353478 Q35 CHICAGO IL,4,debit,Coffee Shops,Discover it Card
7/27/2018,Starbucks,STARBUCKS STORE 02337 CHICAGO IL 006KHJP071T1713801,4.96,debit,Coffee Shops,Discover it Card
7/27/2018,Tst Firecakes Wells,TST* FIRECAKES - WELLS S CHICAGO IL,2.86,debit,Food & Dining,Discover it Card
7/27/2018,Steam Games,STEAMPOWERED.COM 425-952-2985 WA,29.99,debit,Entertainment,Discover it Card
7/28/2018,Hawkeye's Bar & Grill,HAWKEYES BAR & GRILL I CHICAGO IL,43.24,debit,Food & Dining,Discover it Card
7/29/2018,Maxwell,72711 - THE MAXWELL CHICAGO IL,6,debit,Parking,Discover it Card
7/29/2018,Portillo's Hot Dogs LLC,PORTILLOS HOT DOGS #43 CHICAGO IL,5.78,debit,Fast Food,Discover it Card
7/29/2018,Nordstrom,NORDSTROM RACK #0280 CHICAGO IL,181.32,debit,Clothing,Discover it Card
7/29/2018,T J Maxx,T J MAXX #1404 CHICAGO IL,55.17,debit,Clothing,Discover it Card
7/30/2018,Whole Foods,WHOLEFDS SLP 10171,63.53,debit,Groceries,Amazon Rewards
7/30/2018,Starbucks,STARBUCKS STORE 02337 CHICAGO IL 006KHLKJRAKT673402,4.96,debit,Coffee Shops,Discover it Card
7/30/2018,Dunkin Donuts,DUNKIN #353478 Q35 CHICAGO IL,4,debit,Coffee Shops,Discover it Card
7/30/2018,Discover Banktype Net,ACH Withdrawal DISCOVER BANKTYPE: NET/MOBILE ID: XXXXXXXXXXCO: DISCOVER BANK,1150,debit,Savings Transfer,88 Totally Green Checking
7/31/2018,Blackwood Bbq R,BLACKWOOD BBQ CHICAGO IL 03103R,12.49,debit,Restaurants,Discover it Card
7/31/2018,Starbucks,STARBUCKS STORE 02337 CHICAGO IL 006KHJP0J7QE722518,4.96,debit,Coffee Shops,Discover it Card
7/31/2018,Pai Iso,PAI ISO,40,debit,Cash & ATM,JOINT CASHBACK CHECKING
8/1/2018,Tst Fairgrounds Caa,TST* FAIRGROUNDS - CAA CHICAGO IL,10.04,debit,Restaurants,Discover it Card
8/1/2018,Amc Block Chicago,AMC BLOCK 37 CHICAGO IL,35.36,debit,Parking,Discover it Card
8/1/2018,Dunkin Donuts,DUNKIN #353478 Q35 CHICAGO IL,4,debit,Coffee Shops,Discover it Card
8/1/2018,Lemonade.com,LEMONADE.COM,7.25,debit,Home Insurance,JOINT CASHBACK CHECKING
8/1/2018,Transfer to Emergency Fund Savings,ACH Withdrawal DISCOVER BANKTYPE: NET/MOBILE ID: XXXXXXXXXXCO: DISCOVER BANK,300,debit,Savings Transfer,88 Totally Green Checking
8/2/2018,Starbucks,STARBUCKS STORE 47565 CHICAGO IL 04760EEGNJVV731970,10.48,debit,Coffee Shops,Discover it Card
8/2/2018,Dunkin Donuts,DUNKIN #353478 Q35 CHICAGO IL,4,debit,Coffee Shops,Discover it Card
8/2/2018,Tst Firecakes Wells,TST* FIRECAKES - WELLS S CHICAGO IL,2.86,debit,Food & Dining,Discover it Card
8/2/2018,Amc Block Chicago,0137 AMC BLOCK 37 CHICAGO IL,36.07,debit,Parking,Discover it Card
8/3/2018,7-Eleven,7-ELEVEN 33839 CHICAGO IL,1.86,debit,Fast Food,Discover it Card
8/3/2018,Starbucks,STARBUCKS STORE 02337 CHICAGO IL 006KHLKK7G01668147,4.96,debit,Coffee Shops,Discover it Card
8/3/2018,Tst Goddess Bak,TST* GODDESS AND THE BAK CHICAGO IL,6.02,debit,Coffee Shops,Discover it Card
8/3/2018,Taylor Stree,TAYLOR STREE-38,60,debit,Restaurants,JOINT CASHBACK CHECKING
8/3/2018,Discovertype E Id,ACH Withdrawal DISCOVERTYPE: E-PAYMENT ID: XXXXXXXXXXCO: DISCOVER,300,debit,Credit Card Payment,88 Totally Green Checking
8/4/2018,Spotify,SPOTIFY NEW YORK CITYNY,4.99,debit,Music,Discover it Card
8/4/2018,Uber Eats,UBER *EATS ZCR5F 800-592-8996 CA C3SJ0GRV,18.32,debit,Food & Dining,Discover it Card
8/4/2018,Transfer to JOINT CASHBACK CHECKING,Transfer To CHECKING 1348,100,debit,Transfer,Discover Savings
8/4/2018,Property Paymen,PROPERTY PAYMEN,1727.66,debit,Mortgage & Rent,JOINT CASHBACK CHECKING
8/5/2018,Amazon,AMZN Mktp US,19.95,debit,Shopping,Amazon Rewards
8/5/2018,Coin Mach,COINMACH CHICAGO IL WHEELING IL,1.75,debit,Home,Discover it Card
8/5/2018,Coin Mach,COINMACH CHICAGO IL WHEELING IL,1.75,debit,Home,Discover it Card
8/6/2018,Dunkin Donuts,DUNKIN #353478 Q35 CHICAGO IL,5.11,debit,Coffee Shops,Discover it Card
8/7/2018,U.B. Dogs,UB DOGS CHICAGO IL,6.95,debit,Fast Food,Discover it Card
8/7/2018,Starbucks,STARBUCKS STORE 02337 CHICAGO IL 006KHJP18JUK722992,4.96,debit,Coffee Shops,Discover it Card
8/7/2018,Tst Firecakes Wells,TST* FIRECAKES - WELLS S CHICAGO IL,2.86,debit,Food & Dining,Discover it Card
8/7/2018,Uber.com,UBER *TRIP SWFFH 800-592-8996 CA 48EKW678,3.43,debit,Rental Car & Taxi,Discover it Card
8/7/2018,Comcast,COMCAST CHICAGO,44.99,debit,Television,JOINT CASHBACK CHECKING
8/8/2018,Starbucks,STARBUCKS STORE 02337 CHICAGO IL 006KHJP1BKAI707578,4.96,debit,Coffee Shops,Discover it Card
8/8/2018,Blackwood Bbq R,BLACKWOOD BBQ CHICAGO IL 00885R,26.99,debit,Restaurants,Discover it Card
8/8/2018,Potbelly Sandwich Works,POTBELLY #70 CHICAGO IL 00836R,6.34,debit,Fast Food,Discover it Card
8/8/2018,Tst Goddess Bak,TST* GODDESS AND THE BAK CHICAGO IL,6.06,debit,Coffee Shops,Discover it Card
8/8/2018,Dunkin Donuts,DUNKIN #353478 Q35 CHICAGO IL,5.11,debit,Coffee Shops,Discover it Card
8/8/2018,Discover,ACH Withdrawal DISCOVER,381.62,debit,Credit Card Payment,Discover Savings
8/8/2018,Chase Crdtype Epay,ACH Withdrawal CHASE CREDIT CRDTYPE: EPAY ID: XXXXXXXXXXCO: CHASE CREDIT CRD,98.47,debit,Credit Card Payment,88 Totally Green Checking
8/10/2018,Jewel,JEWEL-OSCO 3344 CHICAGO IL,41.79,debit,Groceries,Discover it Card
8/11/2018,Shedd Aquar,SHEDD AQUAR10824423579 CHICAGO IL,30.14,debit,Alcohol & Bars,Discover it Card
8/11/2018,Tst Firecakes Wells,TST* FIRECAKES - WELLS S CHICAGO IL,2.86,debit,Food & Dining,Discover it Card
8/11/2018,Starbucks,STARBUCKS 800-782-7282 WA 47883280PKGJ1QWU,25,debit,Coffee Shops,Discover it Card
8/12/2018,Stan's Donuts,STANS DONUTS & COFFEE CHICAGO IL,15.66,debit,Restaurants,Discover it Card
8/13/2018,Vue Grad Mgmt,VUE*GRAD MGMT TEST,250,debit,Education,Amazon Rewards
8/13/2018,7-Eleven,7-ELEVEN 33483 CHICAGO IL,9.49,debit,Fast Food,Discover it Card
8/13/2018,7-Eleven,7-ELEVEN 33839 CHICAGO IL,5.34,debit,Fast Food,Discover it Card
8/13/2018,Mw Lansing Bwl,MW*LANSING BWL LANSING MI,19.65,debit,Utilities,Discover it Card
8/14/2018,Cost Plus World Market,WORLDMARKET.COM 877-967-5362 PA,77.49,debit,Furnishings,Discover it Card
8/14/2018,Dunkin Donuts,DUNKIN #353478 Q35 CHICAGO IL,5.11,debit,Coffee Shops,Discover it Card
8/14/2018,Br Factory Us,BR FACTORY US 4349 CHIGACO IL 01409R,122.43,debit,Clothing,Discover it Card
8/14/2018,Discover Banktype Net,ACH Withdrawal DISCOVER BANKTYPE: NET/MOBILE ID: XXXXXXXXXXCO: DISCOVER BANK,1250,debit,Savings Transfer,88 Totally Green Checking
8/14/2018,Discover Banktype Net,ACH Withdrawal DISCOVER BANKTYPE: NET/MOBILE ID: XXXXXXXXXXCO: DISCOVER BANK,250,debit,Savings Transfer,88 Totally Green Checking
8/15/2018,U.B. Dogs,UB DOGS CHICAGO IL,6.95,debit,Fast Food,Discover it Card
8/15/2018,Big Shoulder Coffee,BIG SHOULDER COFFEE LAKE CHICAGO IL,11.37,debit,Coffee Shops,Discover it Card
8/16/2018,McDonald's,MCDONALD'S F36148 CHICAGO IL,8.91,debit,Fast Food,Discover it Card
8/16/2018,Starbucks,STARBUCKS 800-782-7282 WA 49977638YKTOW9ZO,10,debit,Coffee Shops,Discover it Card
8/16/2018,AMC,9640 AMC ONLINE,11.2,debit,Movies & DVDs,JOINT CASHBACK CHECKING
8/17/2018,Coin Mach,COINMACH CHICAGO IL WHEELING IL,1.75,debit,Home,Discover it Card
8/17/2018,Coin Mach,COINMACH CHICAGO IL WHEELING IL,1.75,debit,Home,Discover it Card
8/17/2018,Coin Mach,COINMACH CHICAGO IL WHEELING IL,1.75,debit,Home,Discover it Card
8/17/2018,Tst Pork Mindy,TST* PORK & MINDY S - WE CHICAGO IL,8.82,debit,Restaurants,Discover it Card
8/17/2018,Starbucks,STARBUCKS 800-782-7282 WA 879588277KS87NFT,20,debit,Coffee Shops,Discover it Card
8/18/2018,Tst Firecakes Wells,TST* FIRECAKES - WELLS S CHICAGO IL,17.76,debit,Food & Dining,Discover it Card
8/18/2018,Taylor Stree,TAYLOR STREE-38,60,debit,Restaurants,JOINT CASHBACK CHECKING
8/20/2018,Starbucks,STARBUCKS 800-782-7282 WA 802577827KS8EJVM,15,debit,Coffee Shops,Discover it Card
8/20/2018,Br Factory Us,BR FACTORY US 4349 CHIGACO IL 02046R,99.2,debit,Clothing,Discover it Card
8/20/2018,U.B. Dogs,UB DOGS CHICAGO IL,6.95,debit,Fast Food,Discover it Card
8/20/2018,Godiva,GODIVA 544 CHICAGO IL,7.73,debit,Gift,Discover it Card
8/20/2018,Chase Crdtype Epay,ACH Withdrawal CHASE CREDIT CRDTYPE: EPAY ID: XXXXXXXXXXCO: CHASE CREDIT CRD,250,debit,Credit Card Payment,88 Totally Green Checking
8/21/2018,7-Eleven,7-ELEVEN 33839 CHICAGO IL,6.71,debit,Fast Food,Discover it Card
8/21/2018,Tst Firecakes Wells,TST* FIRECAKES - WELLS S CHICAGO IL,2.86,debit,Food & Dining,Discover it Card
8/21/2018,ComEd,ACH Withdrawal COMED,38.37,debit,Utilities,JOINT CASHBACK CHECKING
8/22/2018,Ventra,VENTRA MOBILE CHICAGO IL,52.5,debit,Public Transportation,Discover it Card
8/22/2018,ComEd,ACH Withdrawal COMED - IMMEDIAT,38.37,debit,Utilities,JOINT CASHBACK CHECKING
8/23/2018,Domino's Pizza,DOMINO'S 2788 CHICAGO IL,19.29,debit,Fast Food,Discover it Card
8/23/2018,Starbucks,STARBUCKS 800-782-7282 WA 471412167KTQOQKM,15,debit,Coffee Shops,Discover it Card
8/23/2018,South and West Loop Dental,SOUTH WEST LOOP DENTAL CHICAGO IL,226,debit,Dentist,Discover it Card
8/24/2018,Coin Mach,COINMACH CHICAGO IL WHEELING IL,1.75,debit,Home,Discover it Card
8/24/2018,Coin Mach,COINMACH CHICAGO IL WHEELING IL,1.75,debit,Home,Discover it Card
8/24/2018,Rockit Bar Grill,ROCKIT BAR & GRILL CHICAGO IL,71.1,debit,Restaurants,Discover it Card
8/24/2018,U.B. Dogs,UB DOGS CHICAGO IL,6.95,debit,Fast Food,Discover it Card
8/24/2018,Coin Mach,COINMACH CHICAGO IL WHEELING IL,1.75,debit,Home,Discover it Card
8/25/2018,Portillo's Hot Dogs LLC,PORTILLOS HOT DOGS #43 CHICAGO IL,21.75,debit,Fast Food,Discover it Card
8/25/2018,Contract Towing Il,CONTRACT TOWING 402-935-7733 IL,20,debit,Parking,Discover it Card
8/25/2018,Jewel,JEWEL-OSCO 3344 CHICAGO IL,49.99,debit,Groceries,Discover it Card
8/25/2018,Starbucks,STARBUCKS 800-782-7282 WA 47084375FL7309ZI,15,debit,Coffee Shops,Discover it Card
8/25/2018,Garrett,GARRETT POPCORN SHOPS CHICAGO IL,5.62,debit,Business Services,Discover it Card
8/25/2018,Ventra,VENTRA AUTOLOAD CHICAGO IL,20,debit,Public Transportation,Discover it Card
8/26/2018,Comcast,COMCAST CHICAGO,44.99,debit,Television,JOINT CASHBACK CHECKING
8/26/2018,Starbucks,STARBUCKS 800-782-7282 WA 40504754OL7338W4,15,debit,Coffee Shops,Discover it Card
8/26/2018,7-Eleven,7-ELEVEN 33839 CHICAGO IL,5.1,debit,Fast Food,Discover it Card
8/26/2018,Park Chicago Mobile,PARK CHICAGO MOBILE 877-242-7901 IL,20,debit,Parking,Discover it Card
8/26/2018,Uber.com,UBER TRIP HTETP 866-576-1039 CA,12.56,debit,Rental Car & Taxi,Discover it Card
8/26/2018,Uber.com,UBER TRIP EYWMX 866-576-1039 CA,17.26,debit,Rental Car & Taxi,Discover it Card
8/28/2018,Tst Firecakes Wells,TST* FIRECAKES - WELLS S CHICAGO IL,5.58,debit,Food & Dining,Discover it Card
8/28/2018,Tst Pork Mindy,TST* PORK & MINDY S - WEL,8.82,debit,Restaurants,Chase Saphire
8/28/2018,Discover Banktype Net,ACH Withdrawal DISCOVER BANKTYPE: NET/MOBILE ID: XXXXXXXXXXCO: DISCOVER BANK,1150,debit,Savings Transfer,88 Totally Green Checking
8/29/2018,Dia De Los,SQ *DIA DE LOS TAMALES CHICAGO IL 0002305843011761561553,8.79,debit,Restaurants,Discover it Card
8/29/2018,Starbucks,STARBUCKS 800-782-7282 WA 42916136OLE13WS9,10,debit,Coffee Shops,Discover it Card
8/29/2018,Target,TARGET CHICAGO IL,32.95,debit,Shopping,Discover it Card
8/29/2018,Dunkin Donuts,DUNKIN #353478 Q35,4,debit,Coffee Shops,Chase Saphire
8/29/2018,Transfer to Discover it Card,ACH Withdrawal DISCOVERTYPE: E-PAYMENT ID: XXXXXXXXXXCO: DISCOVER,500,debit,Credit Card Payment,88 Totally Green Checking
8/30/2018,Girl Goat,GIRL AND THE GOAT CHICAGO IL,169.38,debit,Vacation,Discover it Card
8/30/2018,Starbucks,STARBUCKS 800-782-7282 WA 45295484WLE15IO0,10,debit,Coffee Shops,Discover it Card
8/30/2018,Tst Firecakes Wells,TST* FIRECAKES - WELLS S CHICAGO IL,5.46,debit,Food & Dining,Discover it Card
8/31/2018,U.B. Dogs,UB DOGS CHICAGO IL,6.95,debit,Fast Food,Discover it Card
8/31/2018,Discover,ACH Withdrawal DISCOVER,641.81,debit,Credit Card Payment,Discover Savings
8/31/2018,Tst Pork Mindy,TST* PORK & MINDY S - WEL,11.02,debit,Restaurants,Chase Saphire
9/1/2018,Lemonade.com,LEMONADE.COM,7.25,debit,Home Insurance,JOINT CASHBACK CHECKING
9/1/2018,7-Eleven,7-ELEVEN 33839 CHICAGO IL,4.08,debit,Fast Food,Discover it Card
9/1/2018,Starbucks,STARBUCKS 800-782-7282 WA 46604887FLE1ZDFE,15,debit,Coffee Shops,Discover it Card
9/2/2018,7-Eleven,7-ELEVEN 33839 CHICAGO IL,9.87,debit,Fast Food,Discover it Card
9/2/2018,Au Cheval,AU CHEVAL CHICAGO IL,88.43,debit,Restaurants,Discover it Card
9/2/2018,Uber.com,UBER TRIP NVPWB 866-576-1039 CA,7.67,debit,Rental Car & Taxi,Discover it Card
9/2/2018,Starbucks,STARBUCKS 800-782-7282 WA 40873583WLE26MIG,10,debit,Coffee Shops,Discover it Card
9/2/2018,ATM Fee,ATM Withdrawal #000000000013ATM PAI ISO 730 W RANDOLPH ST CHICAGO ILTX90076Card #0600,3,debit,ATM Fee,88 Totally Green Checking
9/2/2018,ATM Withdrawal,ATM Withdrawal #000000000013ATM PAI ISO 730 W RANDOLPH ST CHICAGO ILTX90076Card #0600,60,debit,Cash & ATM,88 Totally Green Checking
9/2/2018,Fee Withdrawal ATM 730 West Randolph Street,Fee Withdrawal ATM FeeATM PAI ISO 730 W RANDOLPH ST CHICAGO ILTX90076Card #0600,1,debit,Cash & ATM,88 Totally Green Checking
9/3/2018,Starbucks,STARBUCKS 800-782-7282 WA 44582090JLE2F1WZ,10,debit,Coffee Shops,Discover it Card
9/4/2018,Property Paymen,PROPERTY PAYMEN,1917.68,debit,Mortgage & Rent,JOINT CASHBACK CHECKING
9/4/2018,Tst Pork Mindy,TST* PORK & MINDY S - WE CHICAGO IL,11.58,debit,Restaurants,Discover it Card
9/4/2018,Spotify,SPOTIFY NEW YORK CITYNY,4.99,debit,Music,Discover it Card
9/5/2018,Potbelly Sandwich Works,POTBELLY #70 CHICAGO IL 00539R,8.9,debit,Fast Food,Discover it Card
9/5/2018,Amc Block Chicago,0137 AMC BLOCK 37 CHICAGO IL,16.37,debit,Parking,Discover it Card
9/5/2018,Sp N,SP * BROOKLINEN,69,debit,Furnishings,Chase Saphire
9/6/2018,Starbucks,STARBUCKS 800-782-7282 WA 83124189KLCM9O3S,10,debit,Coffee Shops,Discover it Card
9/6/2018,Transfer to Emergency Fund Savings,ACH Withdrawal DISCOVER BANKTYPE: NET/MOBILE ID: XXXXXXXXXXCO: DISCOVER BANK,250,debit,Savings Transfer,88 Totally Green Checking
9/7/2018,AMC,9640 AMC ONLINE,11.2,debit,Movies & DVDs,JOINT CASHBACK CHECKING
9/7/2018,U.B. Dogs,UB DOGS CHICAGO IL,6.95,debit,Fast Food,Discover it Card
9/7/2018,Starbucks,STARBUCKS 800-782-7282 WA 41633119OLE3YTJM,10,debit,Coffee Shops,Discover it Card
9/8/2018,Starbucks,STARBUCKS 800-782-7282 WA 851163102LQX8UK1,15,debit,Coffee Shops,Discover it Card
9/9/2018,7-Eleven,7-ELEVEN 33839 CHICAGO IL,4.31,debit,Fast Food,Discover it Card
9/10/2018,Tst Pork Mindy,TST* PORK & MINDY S - WE CHICAGO IL,8.82,debit,Restaurants,Discover it Card
9/10/2018,Transfer to Discover it Card,ACH Withdrawal DISCOVER,396.83,debit,Credit Card Payment,Discover Savings
9/10/2018,Newegg,WWW.NEWEGG.COM,210.74,debit,Electronics & Software,Chase Saphire
9/11/2018,Dunkin Donuts,DUNKIN #353478 Q35 CHICAGO IL,4,debit,Coffee Shops,Discover it Card
9/12/2018,Xex Hair Gallery,XEX HAIR GALLERY CHICAGO IL,44.16,debit,Hair,Discover it Card
9/12/2018,Coin Mach,COINMACH CHICAGO IL WHEELING IL,1.75,debit,Home,Discover it Card
9/12/2018,Coin Mach,COINMACH CHICAGO IL WHEELING IL,1.75,debit,Home,Discover it Card
9/12/2018,McDonald's,MCDONALD'S F36148 CHICAGO IL,8.91,debit,Fast Food,Discover it Card
9/12/2018,Tst Firecakes Wells,TST* FIRECAKES - WELLS S CHICAGO IL,2.86,debit,Food & Dining,Discover it Card
9/12/2018,Chase Crdtype Epay,ACH Withdrawal CHASE CREDIT CRDTYPE: EPAY ID: XXXXXXXXXXCO: CHASE CREDIT CRD,61.46,debit,Credit Card Payment,88 Totally Green Checking
9/13/2018,Tst Pork Mindy,TST* PORK & MINDY S - WE CHICAGO IL,11.58,debit,Restaurants,Discover it Card
9/14/2018,Jewel,JEWEL-OSCO 4500 CHICAGO IL,82.32,debit,Groceries,Discover it Card
9/14/2018,Tuscany,TUSCANY TAYLOR CHICAGO IL,75.9,debit,Restaurants,Discover it Card
9/14/2018,Uber.com,UBER TRIP SIPIB 866-576-1039 CA,7.27,debit,Rental Car & Taxi,Discover it Card
9/15/2018,Tst Firecakes Wells,TST* FIRECAKES - WELLS S CHICAGO IL,8.23,debit,Food & Dining,Discover it Card
9/15/2018,Starbucks,STARBUCKS 800-782-7282 WA 904660227LS0970E,15,debit,Coffee Shops,Discover it Card
9/16/2018,7-Eleven,7-ELEVEN 33839 CHICAGO IL,4.08,debit,Fast Food,Discover it Card
9/16/2018,Ghareeb Nawaz Express,GHAREEB NAWAZ EXPRESS CHICAGO IL,9.83,debit,Restaurants,Discover it Card
9/16/2018,Starbucks,STARBUCKS 800-782-7282 WA 95944750BLRZS2YV,10,debit,Coffee Shops,Discover it Card
9/17/2018,Chicago Oral Surgery,CHICAGO ORAL SURGERY & I CHICAGO IL,135,debit,Dentist,Discover it Card
9/17/2018,Discover Banktype Net,ACH Withdrawal DISCOVER BANKTYPE: NET/MOBILE ID: XXXXXXXXXXCO: DISCOVER BANK,1250,debit,Savings Transfer,88 Totally Green Checking
9/17/2018,Chase Crdtype Epay,ACH Withdrawal CHASE CREDIT CRDTYPE: EPAY ID: XXXXXXXXXXCO: CHASE CREDIT CRD,300.58,debit,Credit Card Payment,88 Totally Green Checking
9/18/2018,Yummy Thai,YUMMY THAI CHICAGO IL,32.13,debit,Restaurants,Discover it Card
9/18/2018,Tst Pork Mindy,TST* PORK & MINDY S - WE CHICAGO IL,11.58,debit,Restaurants,Discover it Card
9/18/2018,Tst Firecakes Wells,TST* FIRECAKES - WELLS S CHICAGO IL,8.36,debit,Food & Dining,Discover it Card
9/18/2018,Eb Chicago Spartans,EB CHICAGO SPARTANS N 801-413-7200 CA,5,debit,Restaurants,Discover it Card
9/18/2018,Starbucks,STARBUCKS 800-782-7282 WA 93976528QLRZ7ZC1,10,debit,Coffee Shops,Discover it Card
9/19/2018,Dunkin Donuts,DUNKIN #340892 Q35 CHICAGO IL,2.18,debit,Coffee Shops,Discover it Card
9/19/2018,Rush Mychart Il,RUSH MYCHART 312-942-5693 IL 6283366700-030,57.74,debit,Doctor,Discover it Card
9/19/2018,Discover,ACH Withdrawal DISCOVER,328.64,debit,Credit Card Payment,Discover Savings
9/20/2018,Tst Pork Mindy,TST* PORK & MINDY S - WE CHICAGO IL,8.82,debit,Restaurants,Discover it Card
9/20/2018,Discover Banktype Net,ACH Withdrawal DISCOVER BANKTYPE: NET/MOBILE ID: XXXXXXXXXXCO: DISCOVER BANK,200,debit,Savings Transfer,88 Totally Green Checking
9/21/2018,El Hefe,EL HEFE CHICAGO CHICAGO IL,8,debit,Business Services,Discover it Card
9/21/2018,McDonald's,MCDONALD'S F36148 CHICAGO IL,8.91,debit,Fast Food,Discover it Card
9/21/2018,Dunkin Donuts,DUNKIN #340892 Q35 CHICAGO IL,2.18,debit,Coffee Shops,Discover it Card
9/23/2018,Starbucks,STARBUCKS 800-782-7282 WA 97163694ELRWVNOG,10,debit,Coffee Shops,Discover it Card
9/23/2018,Starbucks,STARBUCKS 800-782-7282 WA 983547963LRZV02P,15,debit,Coffee Shops,Discover it Card
9/23/2018,Sierra Club,SIERRA CLUB,51.5,debit,Charity,Chase Saphire
9/23/2018,Coin Mach,COINMACH CHICAGO IL,1.75,debit,Home,Chase Saphire
9/23/2018,Coin Mach,COINMACH CHICAGO IL,1.75,debit,Home,Chase Saphire
9/23/2018,Nespresso Usa,NESPRESSO USA,64.54,debit,Groceries,Chase Saphire
9/24/2018,GrubHub,GRUBHUBTIKKAWALA 877-585-1085 NY,41.93,debit,Food & Dining,Discover it Card
9/25/2018,American Red Cross,AMERICAN RED CROSS,50,debit,Charity,Chase Saphire
9/26/2018,Br Factory Us,BR FACTORY US 4349,74.94,debit,Clothing,Chase Saphire
9/26/2018,The Chicago Council On Global Affairs,THE CHICAGO COUNCIL ON GL,100,debit,Gifts & Donations,Chase Saphire
9/26/2018,Ventra,VENTRA MOBILE,52.5,debit,Public Transportation,Chase Saphire
9/26/2018,Transfer to Discover it Card,ACH Withdrawal DISCOVERTYPE: E-PAYMENT ID: XXXXXXXXXXCO: DISCOVER,360.91,debit,Credit Card Payment,88 Totally Green Checking
9/27/2018,Amc Block,0137 AMC BLOCK 37,20.61,debit,Parking,Chase Saphire
9/27/2018,7-Eleven,7-ELEVEN 33483,7.42,debit,Fast Food,Chase Saphire
9/27/2018,AMC,9640 AMC ONLINE,11.2,debit,Movies & DVDs,JOINT CASHBACK CHECKING
9/27/2018,Discover Banktype Net,ACH Withdrawal DISCOVER BANKTYPE: NET/MOBILE ID: XXXXXXXXXXCO: DISCOVER BANK,1300,debit,Savings Transfer,88 Totally Green Checking
9/28/2018,7-Eleven,7-ELEVEN 33839,5.72,debit,Fast Food,Chase Saphire
9/29/2018,Uber.com,UBER TRIP PMBHZ 866-576-1039 CA,10.87,debit,Rental Car & Taxi,Discover it Card
9/30/2018,Uber.com,UBER TRIP BI4BH 866-576-1039 CA,6.01,debit,Rental Car & Taxi,Discover it Card
9/30/2018,Starbucks,STARBUCKS 800-782-7282 WA 999116263MHE10J3,15,debit,Coffee Shops,Discover it Card
9/30/2018,7-Eleven,7-ELEVEN 33839,7.39,debit,Fast Food,Chase Saphire
10/1/2018,Tst La Cantina,TST* LA CANTINA GRILL,67.76,debit,Restaurants,Chase Saphire
10/1/2018,Chase Crdtype Epay,ACH Withdrawal CHASE CREDIT CRDTYPE: EPAY ID: XXXXXXXXXXCO: CHASE CREDIT CRD,200,debit,Credit Card Payment,88 Totally Green Checking
10/2/2018,Lemonade.com,LEMONADE.COM,7.25,debit,Home Insurance,JOINT CASHBACK CHECKING
10/2/2018,Tst Firecakes River,TST* FIRECAKES - RIVER NO,9.89,debit,Food & Dining,Chase Saphire
10/2/2018,Beatrix,BEATRIX,35.71,debit,Restaurants,Chase Saphire
10/3/2018,Mhrs Indy Fb,MHRS INDY FB,8.54,debit,Coffee Shops,Chase Saphire
10/4/2018,Spotify,SPOTIFY NEW YORK CITYNY,4.99,debit,Music,Discover it Card
10/4/2018,Property Paymen,PROPERTY PAYMEN,1929.05,debit,Mortgage & Rent,JOINT CASHBACK CHECKING
